loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1844,1, Not Graduate, No,7087834.384658602,25962289.75049593,3,482.87770120677106,14821497.874222538,12247531.819701588,13716062.319548422,9483518.26798384, Approved
1845,3, Not Graduate, Yes,9249529.98339706,35065974.59389656,3,,1275882.7640118783,10471151.92274775,,11854170.825362898, Approved
1846,1, Not Graduate, No,4358881.085522353,15901247.813482597,4,590.8898270684427,13980692.599161824,3205421.9283405757,12503879.244708862,4230227.211134244, Approved
1847,2, Not Graduate, Yes,8556995.034056354,,10,491.0704518091955,10142.4676029142,489451.3870459098,32805138.74622291,6246079.411739468, Rejected
1848,2, Graduate, No,-44421.047909635905,546220.6496379955,7,831.8216769297741,163209.76105100033,-193744.2214470155,1343840.5770070893,-282068.86186034774, Approved
1849,3, Not Graduate, Yes,2415697.718682248,4643681.73229432,16,608.1161934927397,,4826320.565320415,4970852.374631621,1320648.065686374, Approved
1850,2, Graduate, No,5647215.593600764,18195944.362883754,10,308.046632858276,6358424.92375706,2624124.5503626373,17273634.125192862,3851302.888691769, Rejected
1851,1, Graduate, No,5787341.720825775,22959557.104329206,12,529.9141896507927,17542187.02902572,7652211.014631357,18360731.320066623,6108269.707424202, Approved
1852,0, Graduate, Yes,1674954.0760830573,5004697.293196041,4,861.0016001007747,1436513.8398845494,556813.2688615918,3314279.0596547797,789691.5012482508, Approved
1853,4, Not Graduate, Yes,368144.28190987225,1135049.053742996,6,347.18034494164965,2003808.4644303813,484272.33494058246,2604855.457868568,853321.9378843097, Approved
1854,2, Graduate, Yes,,6943248.723108804,20,380.32430687864104,4798152.870768614,4615696.458920231,5793134.073706873,1757567.3509691993,
1855,3, Graduate, No,7733483.741942866,18234354.978752315,3,703.2055463626459,14256528.773501039,10934393.361283893,17084131.606889155,5856304.275879597, Approved
1856,5, Not Graduate, No,8694201.424682582,34640735.97820791,10,836.0174584377172,22094719.43681745,12359231.229342908,32716064.056281738,9920084.528628794, Approved
1857,4, Not Graduate, No,7349322.014270686,18416643.62401121,2,715.5961932579472,15182150.279608715,6417523.631045443,18491992.206118066,8186121.783484423, Approved
1858,1, Not Graduate, Yes,3826409.7690890455,9374478.09612413,8,801.4610457775972,625138.4278950155,2052806.0439628463,12157575.037188455,, Approved
1859,3, Not Graduate, No,7312141.844585218,135313032.94862157,12,388.44089886616655,9709631.85199592,11354299.75320493,21748716.501705464,7092767.631306728, Rejected
1860,0, Graduate, Yes,5324880.767311688,13948743.924679466,12,501.9296476066839,3557761.596362018,2211247.383077615,19361329.066997584,7875331.922696039, Approved
1861,0, Graduate, Yes,9590347.165571274,21210718.42489843,16,435.94592255539845,7128931.097899483,2313292.6743143573,35030514.84895716,7139546.595236913, Rejected
1862,2, Not Graduate, No,9080759.462992644,29844105.65532571,12,518.9804264352526,16771771.360114055,5406263.923593056,23498086.449388348,7089552.776491489, Rejected
1863,4, Not Graduate, Yes,3770008.1550704683,8136640.541480904,2,900.0,8204493.676007401,5152205.374663194,12673109.324247515,1908207.8365251871, Approved
1864,0, Not Graduate, Yes,8413385.517771082,24027585.88340043,10,603.9936921414069,13268145.124737907,3246196.1384412874,25909377.563509993,, Approved
1865,5, Not Graduate, No,3243186.496045072,8120541.775436844,20,900.0,2706405.7455174797,990968.1364221359,10459100.43513173,2354341.5721316533, Approved
1866,2, Not Graduate, No,,22683002.45516634,16,872.9849806062435,7146445.066464926,12917893.273316072,13896160.907880444,6665240.937772017, Approved
1867,4, Graduate, Yes,3070813.4526865943,12228740.096266571,16,628.4168035686911,5042495.128591331,4241075.40958843,6475435.12974582,4659028.199004025, Approved
1868,4, Not Graduate, No,9878246.636519227,28837713.999554552,18,757.4733425865996,24505266.197831526,19068900.09420166,25781292.45818725,12219277.528207429, Approved
1869,4, Not Graduate, Yes,4869237.269708586,16842263.441136166,10,664.9028591368852,10699984.913168883,9049385.917370625,12518004.11899372,3011321.8220552113, Approved
1870,3, Not Graduate, No,1961951.608071228,7742875.996158025,18,328.9770189684716,874029.0181701492,1152173.9318550676,7932013.175582236,1925334.9943533514, Rejected
1871,1, Graduate, No,2739281.3684776146,10435358.307960868,15,,6534962.484987182,1342744.7311659171,9436237.239501795,, Approved
1872,5, Not Graduate, No,8919163.633536661,33988347.37202326,2,433.1802158188888,18898920.02830225,17570849.85325995,18793074.333781384,10004100.050310193, Approved
1873,3, Not Graduate, Yes,3809752.5239110515,7268281.743377784,16,733.7216238175574,7799789.234409292,1828738.7217432656,9329126.738788873,, Approved
1874,4, Graduate, No,9936365.05576828,29595546.568202462,10,790.8078830333857,23232324.909087785,12656259.460674196,35714125.03152148,5882622.901907706, Approved
1875,0, Not Graduate, Yes,4776310.714675682,13182262.463120101,2,437.13829580099616,5798324.139778869,4647074.797951216,13046206.667373752,6774563.829654231, Approved
1876,1, Graduate, Yes,2734994.2278558384,8088589.264937249,20,566.0709098778303,764362.8564114709,3098759.9718922297,7740035.326111649,2810791.6291047763, Rejected
1877,1, Not Graduate, Yes,8603101.940992221,19313490.89179658,6,505.5117585949012,19681370.79259796,6440409.00533136,25093706.764531277,4480747.764653182, Approved
1878,3, Not Graduate, No,8088148.846725497,21721447.14388252,10,755.9307443502819,19900233.16428151,8932277.335873973,,5780870.5681164125, Approved
1879,2, Graduate, No,6518852.968669223,22119717.7546563,16,486.713307279806,16536953.55579738,4980274.491817242,21488377.31955468,3952980.529529382, Rejected
1880,3, Graduate, No,32949.02199482467,2025903.6394277913,17,900.0,682136.1465736004,-529777.7934809971,2187311.16423389,553350.9127467201, Approved
1881,4, Graduate, No,8147554.099304471,29887426.42742526,2,612.8877969033678,7884439.401289994,3389261.959085561,21574382.90823366,7444713.57716197, Approved
1882,1, Graduate, Yes,1439464.3034194107,1256240.0198661266,10,325.2449194380558,699957.0781989918,1324771.4447851356,3973244.826088012,703518.8434804544, Approved
1883,0, Not Graduate, Yes,8455832.978445482,22133005.17151553,2,324.4764725277786,24211271.753173757,4323694.99689511,24530328.930224873,8093494.273392527, Rejected
1884,0, Not Graduate, No,1538206.8161488252,5050142.850979971,12,453.782151506604,3119094.706668147,1006571.5934122183,8282019.07315662,1146046.4830021195, Approved
1885,4, Graduate, No,5718020.706765092,11671324.552283006,12,809.2676193975311,10135917.822893217,8544020.565963583,13614892.899788318,3158688.08508329, Approved
1886,2, Graduate, No,5091080.11434986,12884836.726457367,4,608.3074027325188,11870367.970729897,1000076.1140987357,13315612.957264354,7109413.706957892,
1887,3, Not Graduate, No,4328745.499602143,16001886.080758963,8,402.75007552286866,10696498.063706923,3863027.2802799274,12125581.326950107,3219471.5915801255, Approved
1888,0, Not Graduate, No,6059222.420242722,17935849.47166558,16,,12318703.564065212,3434598.7221732005,25812739.38923511,8461794.231672894, Approved
1889,5, Graduate, Yes,,,4,335.7107971627053,7449574.233947467,510336.50330849073,22289264.238485675,7047013.992744173, Rejected
1890,1, Graduate, Yes,7054648.794312055,24090736.659186434,4,487.80142625591,18798728.474518597,455066.50464584917,22824051.969242055,10105955.669686815, Approved
1891,1, Not Graduate, No,3023658.9041495854,7497874.344784836,12,300.0,2338213.312631451,2597773.3684995417,,2989743.558796189, Rejected
1892,4, Not Graduate, Yes,1283444.2644872265,4732135.186121561,16,544.7671713401794,461125.24998941965,1179754.6836347554,2339327.8182002436,783640.0462262512, Approved
1893,5, Not Graduate, Yes,7201416.70020891,24811153.16309863,16,845.9437778079745,4844970.530609926,6711710.327040931,19431261.2069899,8375705.045101462, Approved
1894,3, Not Graduate, No,5206158.820958266,16761553.349024335,8,857.8785990542742,5072803.965767985,7826002.872798352,19579807.4926628,3452363.360923897, Approved
1895,3, Graduate, Yes,7855565.349530889,26751536.239682153,6,520.180975869514,13554708.052679606,7057248.558796095,19601441.198284693,8968314.637072911, Approved
1896,4, Not Graduate, Yes,6189372.651819734,12999718.539891556,14,879.7894419458509,10866031.977450099,1037146.2366362202,21257997.333341874,6770017.261445642, Approved
1897,5, Not Graduate, Yes,9222302.782934621,23462568.149683565,6,806.6932562665647,11324726.818623286,10618952.795406383,22889150.26732936,7011519.173743148, Approved
1898,0, Graduate, Yes,3202762.3259733873,10548512.061296642,20,496.3215744586059,1151354.7873766273,526124.9726971239,8267740.354977227,1841956.752274115, Rejected
1899,1, Graduate, Yes,5018627.729568176,15863208.360352296,10,357.46319895551113,5824170.588666867,8425059.77449925,12539259.756726475,3453368.5397835877, Approved
1900,3, Not Graduate, No,1499559.057580482,5037599.117393499,8,460.5314753969645,3200530.8467794093,2456987.368597835,3607681.769313452,1893777.43230819, Approved
1901,0, Not Graduate, Yes,3780852.6750048837,10303956.911826683,12,619.0178235773377,8631765.662087005,2727519.5469254158,10234474.721871903,2630456.8079217994, Approved
1902,0, Not Graduate, Yes,3441810.340610368,13164384.601311682,6,598.9548224078443,4638926.65178351,786308.3704730786,10911368.299603436,4089128.8307946012, Approved
1903,2, Not Graduate, Yes,3913409.496457679,12865878.607925653,19,772.77895109121,8887752.020250648,4358521.036006985,9845672.401693368,3856059.3331832965, Approved
1904,4, Not Graduate, No,3153769.2679320043,10099456.319769261,6,670.7622294987805,4436234.185523327,1189670.755784167,9996884.229686577,2207255.204836088, Approved
1905,0, Not Graduate, Yes,3418760.0066367923,12233682.076030137,9,422.5381103128343,125276.78517006885,3498782.6750995396,8610641.58551098,3998459.3945782296, Approved
1906,5, Graduate, Yes,3676988.741420403,14375185.184169495,10,763.7594291766063,8482998.086405518,4202950.583374154,11085273.277408263,4756977.0112910345, Approved
1907,1, Not Graduate, No,1284443.2227808167,4241078.180704206,14,752.3914719190016,2418472.9150572405,505125.55351477745,3057750.948092741,709040.2841921693, Approved
1908,1, Not Graduate, No,856274.7743382491,3623917.7835192503,20,300.0,2071313.9713307596,1719073.0963336497,,1663251.316541776, Rejected
1909,2, Not Graduate, Yes,50985.96351524972,769613.6603533477,6,807.1973373057722,566064.6540815413,-536859.4635332664,1417713.1435184043,256750.90705108148, Approved
1910,5, Not Graduate, No,3047464.314412283,15372421.336083513,5,845.4766212429128,8706992.155341942,2555836.0186703103,6842779.813555814,2421173.991410957, Approved
1911,0, Graduate, Yes,7476640.741766421,,4,681.6327059415156,9241080.944821686,3559144.082531248,23312117.614803262,7739035.509898151, Approved
1912,3, Not Graduate, No,7107288.13952523,22740228.699826792,10,751.8621347464892,,1717194.1153927322,19673186.917362668,9273798.149207352, Approved
1913,2, Not Graduate, No,3678770.0805411553,12700006.924216958,2,355.4006125970348,8458662.170956133,2025429.2765575717,12158178.04702465,1912949.4024473198, Approved
1914,3, Not Graduate, Yes,7958023.50810471,28913332.65634228,8,860.213938401276,21180957.044373818,3236789.043431589,,10676338.262300162, Approved
1915,2, Not Graduate, Yes,3380203.566347012,11854975.106306868,16,702.5700879255774,9013370.241161088,2056522.623634929,8092971.823057548,3611965.5679840525, Approved
1916,3, Not Graduate, Yes,6716790.9081044495,16517317.701035954,18,627.9552966209075,4434670.657227618,1619790.8222503555,14977425.587777067,4922722.052995797, Rejected
1917,2, Not Graduate, Yes,600314.698202374,1815085.4157286158,12,403.24967748968334,,475336.2479189515,,843893.3408208077, Rejected
1918,1, Graduate, No,6245299.4800432315,23447562.94695715,2,685.9840844173472,3919555.295083444,10339409.556239909,16507821.816055195,7258975.755673768, Approved
1919,1, Not Graduate, Yes,8872143.433930933,33067574.982615814,16,887.6565182518327,5533115.328888493,16756556.200601386,22813031.245149054,6252168.057436301, Approved
1920,4, Graduate, Yes,8682789.393737586,27513517.62497714,2,421.3095683375003,16805230.354056172,5894690.852354449,25012084.558525246,5230104.588180481, Approved
1921,1, Graduate, Yes,-358527.57070543454,1311563.041057613,18,881.659004471116,44815.52098443634,518970.0858896433,1883658.8710914701,-450234.3587865959, Approved
1922,2, Graduate, No,2724450.6224801363,7594699.386693124,20,570.8380226094981,3616235.716134742,592456.714373839,6720554.615919953,1972721.2025865326, Rejected
1923,2, Not Graduate, Yes,1673695.6305466294,5600137.228539848,16,620.3742734877243,3651248.7042231364,2631417.974961478,3362434.1681471146,2750884.0136753703, Approved
1924,3, Not Graduate, No,6534455.737792529,19254901.282294217,12,837.5373777264116,19120563.057209387,9284818.221584378,14442465.403689625,5124357.907698875, Approved
1925,2, Graduate, Yes,7976910.816985693,14760171.91315682,8,496.67776434050836,20093732.386689425,,28900841.27532231,6726574.841963538, Rejected
1926,2, Graduate, No,8128432.991472681,21460242.977186352,18,864.6224667644001,13980959.154124303,14228659.412960237,28417324.706448764,8605861.585492305, Approved
1927,4, Graduate, Yes,213738.28077657206,2265610.314338249,6,561.9756108167016,2948329.0775726964,1271819.2736223598,1475144.6949727577,1141314.7269677846, Approved
1928,4, Graduate, No,6997079.064284345,27191456.012079198,17,831.6074243724265,1565852.4737429782,8344820.794530613,20585658.900077034,3844408.122346689, Approved
1929,5, Graduate, No,6616238.656995777,17548901.55617893,4,576.1414885347307,4464799.645580218,10287398.50614125,22055992.86293987,8100297.179204739, Approved
1930,5, Graduate, No,752615.1422180628,2234844.2607008847,7,470.4038920168606,1675138.6984458892,50555.58131931664,418599.271256243,615890.5946038817, Approved
1931,4, Graduate, No,,10385538.219518231,16,357.0183091856158,6243369.729589574,4309440.748012433,5591552.546422258,2057528.2970581835, Rejected
1932,2, Graduate, Yes,2876575.7826521746,7541486.995767779,18,693.2419351771043,-767413.3030200801,,5650497.999998498,3683655.764949679, Approved
1933,3, Graduate, No,4437698.638231953,8690585.572831921,8,556.6064198161822,12548065.78389518,3553670.030168506,,4765185.783181533, Approved
1934,4, Graduate, Yes,7981232.024999283,26993977.694403835,4,635.8577032272589,922814.4392128515,3104833.302938017,29499251.679867096,9070267.395334596, Approved
1935,4, Not Graduate, Yes,7348537.495941326,17266692.804494113,3,876.9646101121099,17965459.024468374,2622291.90518162,14246463.20973585,6526880.992515163, Approved
1936,4, Not Graduate, No,5822856.188307315,21411438.570893865,18,311.3049495029814,10690119.3044138,4925837.708554273,22867208.13939872,4536607.310306692, Rejected
1937,3, Not Graduate, Yes,8363577.379428858,22557741.027782798,20,,15948577.729070932,2934992.3561996887,29083494.00581001,6217871.376609763, Rejected
1938,5, Not Graduate, Yes,5855950.726816279,19276467.96993608,6,712.7640988091973,14264788.994892202,5257193.5617652275,13705298.16560358,2817004.9720934853, Approved
1939,1, Not Graduate, No,3056853.985284138,8377143.367433242,13,866.630498839738,4798220.891128952,5682012.161136009,6477253.496047817,2319755.912278091, Approved
1940,4, Not Graduate, Yes,45254476.48349285,24313173.59593723,16,458.9269045791415,17671650.73322586,-365459.5552246369,27492583.80947335,5087778.658943144, Rejected
1941,4, Graduate, Yes,9155571.063086547,28914387.836511765,6,599.831267383705,12592865.474283779,2566729.4848476714,30960497.212828666,4977002.285970804, Approved
1942,5, Graduate, Yes,6818280.875820199,20496933.266049527,4,652.4501390174775,16291004.007868279,3215218.8229203466,13391260.310095113,5023138.785962401, Approved
1943,4, Not Graduate, No,1300652.4300539216,2763552.1737917876,12,569.6254685098114,4194466.332782455,2093673.7140380475,5433463.962079489,1111941.0248975775, Approved
1944,1, Not Graduate, Yes,7767709.486494057,20070488.690286696,6,589.928583263183,74387.71022452286,10662840.938684482,23682926.052121982,11197150.717417944, Approved
1945,0, Graduate, No,6831085.903763844,25439025.039882615,20,479.59225808582596,3683423.868785098,6418857.219267263,21709926.19926059,9977609.741850998, Rejected
1946,0, Graduate, No,8846551.721378492,31080398.07522281,12,684.6080657780052,2787872.293426082,-226470.0621706423,23786683.190737464,11820185.748424562, Approved
1947,3, Not Graduate, Yes,5306376.856260554,15135848.208870785,4,530.7858821339667,3218596.327620091,2910185.207576958,14395290.611157896,5921426.327168129, Approved
1948,5, Not Graduate, Yes,6938136.489867478,,6,,3948295.9425783036,11620328.139961919,27059201.194227397,8984006.088757783,
1949,5, Graduate, No,7452611.837876949,23334019.182170875,18,799.0628379482471,,6787875.925673849,26797180.73454766,3332302.837154571,
1950,2, Not Graduate, No,185497.49187318218,780929.3522964205,6,319.2688844142882,-170753.78317547234,81391.22433255077,,, Approved
1951,3, Not Graduate, Yes,5546736.859787479,,18,803.6353168232348,15057611.159195233,5131626.327912639,16242315.253473725,5361334.483790457, Approved
1952,0, Not Graduate, Yes,5681751.587853735,10887986.033510968,10,305.48183549292423,8776716.863923019,1923362.798859023,11130907.018477945,7014870.861692302, Rejected
1953,3, Not Graduate, No,5035897.455224033,16312087.175905488,10,420.1298658570199,2806976.766382525,876209.8625485243,12581072.521994747,6464899.384656085, Rejected
1954,1, Not Graduate, Yes,1320184.3243485608,,16,404.95503195676474,3822216.033855302,,3754901.295584158,1661665.2028546177, Rejected
1955,4, Graduate, Yes,7422090.662709743,22518504.84760265,16,430.26876257076736,1819409.903484823,4754185.197753615,25238936.48510088,7550470.843652927, Rejected
1956,5, Not Graduate, Yes,2320026.0173336593,5939274.468696677,16,818.7749372114284,957135.5900195648,,3723313.429895334,1037178.3511694006, Approved
1957,3, Not Graduate, No,,36915869.25811064,15,,18303489.171749324,5267936.295348844,35846181.71556741,5245938.677656862,
1958,0, Graduate, No,,9194677.516800813,10,349.68313338628764,8888922.112319844,-557532.2749700607,,1721440.3717634615, Rejected
1959,1, Not Graduate, Yes,5774351.77906489,18235929.725652315,14,462.3421738903468,13917602.109242499,6603501.381106654,18712602.73091977,6601578.736552574, Rejected
1960,4, Not Graduate, No,719287.5436976554,2525977.6357583073,14,347.9017584586096,784087.6038160727,1831365.271724714,3370573.5006924877,64591.24134534507, Rejected
1961,0, Graduate, No,7387343.768227232,26171800.421923105,20,514.3334570052365,10573625.912494967,2794017.570218043,25512449.14277808,6516242.69914479, Rejected
1962,5, Graduate, No,4599590.91123882,14219533.260142822,16,900.0,8979896.720116578,4807730.996138317,,4417373.383498274, Approved
1963,2, Graduate, Yes,6579965.630651022,22713875.6071324,6,530.5608467714156,2405653.047558851,6828152.197215922,19638546.391159806,6027929.360802637, Approved
1964,0, Not Graduate, No,1828244.786453195,6490538.05756599,12,614.3801239410594,4225200.600817086,2235771.317233196,6262853.125801353,1869972.1585370654, Approved
1965,0, Not Graduate, No,3328682.924468163,11481655.455228046,6,539.2453976266629,,4785792.254400637,8411381.773929257,2643175.352374614, Approved
1966,1, Not Graduate, Yes,4597473.272660539,13298506.64356084,18,426.9506702317623,10297651.893289533,8825165.930561673,18373257.417626116,5036670.18785145, Rejected
1967,4, Not Graduate, No,5003328.172151528,10686753.027010528,6,344.7619992303824,1168593.0493355643,4129953.4941341504,15588673.847905338,2571764.386925717, Rejected
1968,3, Not Graduate, Yes,2675228.0360601665,8719650.152159674,12,578.7465968029937,-52920.8433665348,2967516.1312041245,6390392.437652857,1265287.9353216086, Approved
1969,3, Not Graduate, No,3429594.9197872463,12534767.395423738,10,330.37687052854466,8375847.593700298,3325619.8989289445,7345557.484628828,4656890.318311699,
1970,0, Graduate, No,5939789.25817639,14917865.784219962,2,,2595729.4442203236,4157854.080180051,12958396.23490132,4352777.505293683, Approved
1971,1, Graduate, No,1898640.4599262546,3328787.3039948386,18,602.1792556705376,2967168.8034192473,342465.3362310687,5819857.496891471,1530782.6379906149, Approved
1972,3, Not Graduate, Yes,-39144.8639853287,2195130.892994281,6,744.0125614081572,-234113.37122297124,,3094077.546568389,549403.7931871085, Approved
1973,5, Graduate, Yes,1476320.980768741,5448154.044292373,6,588.6129848189677,3759710.756477078,1093055.1391140327,2524991.3903360907,418513.3964673421, Approved
1974,2, Not Graduate, No,4284850.520327811,9727247.856929626,18,466.4862539199398,,1895908.0378540037,10781063.899789235,5471920.865380039, Rejected
1975,3, Not Graduate, No,6022138.680397245,17724615.26040714,10,348.0773288889781,6258585.77827629,6132700.767988542,22550746.097284917,6979132.52274439, Rejected
1976,5, Graduate, No,9308054.145320466,37197847.95813634,10,501.1155435062936,20894185.543817308,7732135.5386933265,21403508.45608819,, Rejected
1977,0, Graduate, Yes,9449190.096874153,34719719.972695634,4,556.9793732483889,2102463.5663109347,8829773.992615994,19921530.285191156,12762907.20112211, Approved
1978,3, Graduate, No,10112524.205966648,23790966.43963396,18,581.0886417753734,18646907.005460765,8961943.930115,23189308.881611545,8678179.729898116, Rejected
1979,0, Not Graduate, Yes,5103278.962907133,,10,702.8678174865335,11297361.67067033,1294742.6363447697,12244008.85683156,6611520.605307593, Approved
1980,2, Not Graduate, Yes,438022.81390325766,1868336.6536890173,2,475.60670514790627,1314020.96278624,410325.30811652006,-589163.8789720591,232758.37069622046, Approved
1981,2, Not Graduate, No,4576951.607085688,17299036.712598346,2,795.2674912258,790267.9251247521,5266771.577861118,14140172.598180916,6473040.046389501, Approved
1982,5, Not Graduate, No,8328768.247156753,31453036.246464144,12,362.12222484619303,19619106.09503729,12950657.95688385,31543756.061446555,9285043.842760293, Rejected
1983,4, Graduate, No,7322792.16293412,14920674.456976593,4,333.4573545111385,11480068.26069334,14714548.395890066,13169142.938472865,5808504.1097111665, Rejected
1984,4, Not Graduate, No,5192318.00256049,10181583.49818426,8,437.6845060684446,12092129.637772722,,13383706.301193861,4046003.24353351, Approved
1985,0, Not Graduate, Yes,4931921.038939615,14318725.760540858,6,427.27935519832266,13040185.071103195,5085933.136213761,9597797.93070742,6494282.516277587, Approved
1986,0, Not Graduate, No,2866400.7121234806,,10,326.8053677668358,5196992.30770506,849366.9743399192,7529873.367057377,1718912.5037439454, Rejected
1987,4, Not Graduate, No,2027369.7346820123,8184603.13570707,19,526.5978462307743,3077378.666248665,1174364.905423748,6272956.576909045,1695956.1710999291, Rejected
1988,5, Graduate, No,7163046.4710116675,135313032.94862157,8,717.0722459715878,20537152.403291035,7603664.38903798,21413427.211047184,5220387.750573339, Approved
1989,3, Not Graduate, No,5700061.887557642,19769587.836901035,2,366.9908295936625,7300048.192252018,8935739.475212604,21027901.329087675,7193003.836790341,
1990,2, Not Graduate, Yes,823672.813126554,915895.3749083481,2,465.5471319190084,1027330.3051686953,-53264.80831873964,,405973.62616068235, Approved
1991,3, Graduate, Yes,987245.0983297225,3262459.1409967258,8,614.7792368819528,932299.9134503871,1240554.71149157,4784703.476592919,1014463.9594671231, Approved
1992,4, Graduate, Yes,7930077.262065539,26893904.183820568,3,613.2630600252853,307630.2558988227,1764154.7544867657,26187100.919556957,7967145.787078643, Approved
1993,2, Graduate, Yes,1528473.8311860275,3097743.504556758,9,383.30400105525194,-538949.6831278461,807844.7013140692,2297700.306273978,1756049.6327235026, Approved
1994,1, Not Graduate, Yes,1383233.3109175733,3952734.1107381107,7,410.4677194805338,2002918.282218669,1460398.3212451946,4173451.0970391603,1158088.8887880044, Approved
1995,5, Not Graduate, No,6095137.208908514,23192719.091887806,20,600.8425055396058,352803.21980691754,6177117.378464652,15256497.021305723,6873006.938872904, Rejected
1996,4, Graduate, No,694439.7252358831,1667174.3442578777,18,564.1483013229837,317772.67335378844,383793.6764940799,1971902.1728226014,213005.94181995554, Approved
1997,5, Graduate, No,5476350.113818242,18772634.83206057,8,358.3497065767279,11385403.337890657,6473108.76541711,9032532.835084125,5119718.127999485, Rejected
1998,1, Graduate, Yes,6624706.712269414,,6,788.7451605699746,8999068.969366333,,16481921.544251682,6153226.405575981, Approved
1999,3, Graduate, No,4494854.043217617,10486604.098419784,10,545.6851189916224,4467505.394678903,7338664.077966856,12110392.992677692,5230398.902168666, Approved
2000,3, Not Graduate, Yes,2122427.0785758635,10669391.925820295,16,431.04650371853654,2993095.4960946655,2590689.9542766083,5322108.520334012,1744412.7481788388, Rejected
2001,2, Not Graduate, Yes,6708417.209496973,23517451.7086925,10,662.1854757679,8368922.731579152,6199389.446859427,17035896.700973522,7722048.906968483, Approved
2002,1, Not Graduate, Yes,1953640.0826002294,4725351.023603759,8,385.6791099590293,3606839.3713479335,1589478.3405305268,5110924.919495336,2033170.4319909525, Approved
2003,1, Graduate, No,8884867.443512203,27557168.49034997,7,676.8322462538363,21144908.57859665,6346110.378078872,,9037751.40561569, Approved
2004,5, Graduate, No,8000163.054110678,28407299.938926946,12,773.2104196245266,13183796.91420067,13958744.519684672,32318436.983202487,12074998.64799632, Approved
2005,5, Graduate, Yes,2428228.441867679,11105387.343493626,14,448.5971846678985,6418653.191963529,4750920.8403003905,10309725.428568223,, Approved
2006,2, Not Graduate, Yes,2362978.1612887867,4531052.721418604,12,300.0,6673014.927033272,2492718.8872450916,7679439.205967053,3797136.4097855478, Rejected
2007,2, Not Graduate, No,5444360.166366954,19487715.987956118,17,300.0,2594029.108416902,5016150.785823323,10416877.725212645,3938323.5998337762, Rejected
2008,0, Graduate, Yes,8427828.317848159,19906339.720942926,16,812.4242789427968,14526404.82008894,7612832.721113718,17545423.1255438,8895036.961901201, Approved
2009,1, Graduate, Yes,,90208688.63241439,12,300.0,18228555.58389275,6748781.457497653,18922931.623195313,4556011.335210883, Rejected
2010,3, Not Graduate, Yes,5764217.686304734,120278251.50988585,16,551.971737657813,11878588.069438946,6091479.4731783345,11754588.951593608,7729158.339730332, Rejected
2011,2, Not Graduate, Yes,1911240.6506701969,9254300.83360072,10,703.4455997138475,6120228.018611705,4286633.058372154,10416669.206799302,3493113.0854818816, Approved
2012,5, Not Graduate, Yes,9684770.950082319,23296450.709985647,20,360.7626533770754,11807595.548280545,8396706.110800683,29562487.6726838,4941660.08243693, Rejected
2013,4, Graduate, No,2815244.011463949,7768343.385983804,18,747.1037582532068,1110646.8492759264,487514.9280584798,8089968.143737206,5315919.142791077, Approved
2014,0, Graduate, Yes,3429981.9877461162,7132184.855549539,8,459.3993731282851,1368608.1410251344,5432666.091485392,14487214.886045145,3193131.7079732227, Approved
2015,4, Not Graduate, No,8045336.877891064,30862177.24078108,17,396.23184838222176,4623301.270534282,13341905.29701352,18269921.252600178,5880476.712354396, Rejected
2016,1, Graduate, No,9189905.283282256,29889160.59492368,14,612.1085608630133,17615749.384597402,,26980036.15936058,13622902.435559934, Approved
2017,2, Not Graduate, Yes,3673211.0326950573,13115949.282797113,14,677.7757608825789,10747798.874118201,2478321.9636073913,9921394.485039799,3538493.0457916474, Approved
2018,2, Graduate, No,8380654.259210417,28736096.37060478,6,,22111496.000600018,17434145.843263265,19801428.837658938,9578453.642768804, Rejected
2019,4, Not Graduate, No,3067726.068860594,9760765.080905233,14,818.0465705228453,1986829.198655664,-18464.204121289855,9110546.12540611,, Approved
2020,1, Not Graduate, No,6937541.587548476,19808128.236382388,14,625.6779330953754,19062119.795574278,5016077.954516097,13328766.529875796,3504042.8428934626, Rejected
2021,5, Not Graduate, No,6726418.054562509,25011363.309728254,11,835.1531868121403,1380732.9328945528,5701843.92705403,16960829.263273407,6200596.340360288, Approved
2022,0, Graduate, No,4958877.450598526,19194474.905926894,5,637.5202499624634,11513000.395465039,4766768.835643401,16408191.60705174,4675327.636691555, Approved
2023,0, Graduate, Yes,9445458.657859197,28786151.458210643,7,674.9559289229089,1785646.9949799492,5838185.454181621,24036198.85214437,5558166.189386356, Approved
2024,5, Graduate, Yes,3169772.273660696,12481256.166475039,12,633.3538173910766,5091559.269714347,1504436.4608783661,12962736.630660146,3184928.1841017697, Approved
2025,2, Not Graduate, No,8144295.7110204585,17357547.61330337,20,592.044022897227,3841338.614240323,17350459.50381902,30206031.94874022,13275507.39412834, Rejected
2026,2, Not Graduate, Yes,3888034.477312275,12501680.152000748,8,350.77592930892894,2669055.9358551037,2853826.120547295,8923705.948568543,2283268.354987728, Approved
2027,0, Not Graduate, Yes,2600280.2050122665,5071101.25777563,12,900.0,4308558.48194636,1300568.4598721499,6406428.116271815,3086661.0596350506, Approved
2028,2, Not Graduate, No,9017469.359084727,22074138.20452146,15,726.9060686552245,21176572.501493074,5331236.348883526,20589801.955532987,11490014.901197825, Rejected
